commenttext,spam
Вот в сторону финляндии интересснее,false
"Не обов'язково з В'єтнаму тягнути. Іран, Ірак дуже близько.",false
Там не тот газ использовали. А в полевых условиях немцы делали газовые камеры из фургонов. Направляли в фургон выхлопные газы машины и получалась мобильная газовая камера - газенваген,false
Наголос у слові «українські» насторожує,false
‼️ Правила безпеки під час війни: Інформація для підлітків,false
"Сім'ям з дітьми, з документами приходьте",false
рашисти знову не пропустистилу гуманітарку в маріуполь,false
Брехун і агент фсб,false
"І крч я єлі вспів дотягнутися до важеля, все ж бачили відео як пацанів наматує на верстати",true
"Жона його звернення шле Зеленському щоб звільнили. Хай згниє у в'язниці він і всі такі, як він.",false
Як відівчити кішку хлєбати воду постійно з мого стакана задовбала вже,false
В Каневе СБУ нашла тиктокера,false
волонтери весь день працювали на наше благо,false
Псики впадлу зливати?,true
"Літак, чи ні?",true
"⚡️😌Набіулліна: «Наша економіка дійсно вступає у непростий період структурних змін, пов'язаних із санкціями. Санкції насамперед позначилися на фінансовому ринку Росії. Зараз вони дедалі більше почнуть позначатися і на реальних секторах економіки»",false
"Хронометр Сєвмаша. 20 квітня. К-117 ""Брянськ"" - атомний ракетний підводний крейсер стратегічного призначення, п'ятий корабель проекту 667БДРМ ""Дельфін"" (в термінології НАТО). АТ «ВО «Севмаш» #к117 #брянськ #апл #проект667бдрм #667бдрм #бдрм #дельфін #субмарина #підводний човен #підводний човен #історія",true
а тим часом народ продовжує вестись на фейки.,false
Я чула 🥰👍🏻 То триндець,false
а тем временем народ продолжает вестись на фэйки.,false
"Смотрел долгое время этого мудила, чисто для сравнения. Если смотреть только шария, то вы становитесь шарием. Короче полностью отрываетесь от реала.",false
Але по манзі там...,false
"Харківське угруповання ЗСУ готується до серйозного наступу російських військ — підрив дамби на річці Сіверський Донець призвів до техногенної катастрофи у Святогірську Зважаючи на все, на Харківському напрямку ЗСУ готуються до кризи. Взяття Ізюма, підтверджене українською стороною, дозволило російським силам контролювати стратегічні переправи через Сіверський Донець. З боку ЗСУ йде планомірний підрив гребель, мостів та інших об'єктів, які забезпечують логістику. Своїми діями бойовики сподіваються уповільнити очікуване просування російських військ. Як завжди, київські силовики не зважають на наслідки для мирних громадян. Так, унаслідок підірваної дамби місто Святогірськ вже перебуває у напівзатопленому стані.",true
Ось і доведення того що Вові 21,false
Пару хвилин тому люди з області чули як летіла ракета,true
Чув постріли,true
🇺🇦🕯22-річний військовий з Черкащини загинув під час боїв на Київщині. Він служив у 72-й окремій механізованій бригаді імені Чорних Запорожців,false
Уже расстреляли или нет,false
"⚡️Атака на Международный аэропорт ""Прага"" ❌https://prg.aero 🔹https://check-host.net/check-report/8ebcdcekcc6 Участники атаки: @KILLNETddos @ddos_az stresser.tech",false
"слышно, но очень слабо , прям очень",false
Прям сейчас закончатся у меня нервы,false
"⚡️""Група військ, яка проскочила Кремінну і заявила, що Кремінна взята, ліквідована. У Мар'їнці йдуть бої, орки зайшли в сіру зону і були відкинуті."" - Арестовичу. КРАЇНА УКРАЇНА",true
Як мінімум про п'ять вибухів у Львові повідомляють очевидці. ТРУХУ⚡️Україна | Надіслати новина,true
Ещё одно видео удара по Львову.  ТРУХА⚡️Украина | Прислать новость,true
2 вибухи в Луцьку,true
"знову вакумні пішли, ти в безпеці?",false
"‼️🇷🇺🇺🇦Дмитрий Песков: Россия передала Украине проект документа с четкими выработанными формулировками, мяч на стороне Киева Пресс-секретарь президента заявил, что Россия ожидает реакции Киева на свои предложения и обвинил его в затягивании переговорном процесса. t.me/RVvoenkor",false
Українські десантники збили ворожі безпілотники “Горизонт Ейр S-100” та “Орлан-10” Наші бійці протиповітряної оборони військових частин Десантно-штурмових військ ЗСУ збили їх із зенітно-ракетних комплексів “Stinger” та “Starstreak”. ДШВ продовжують виконувати бойові завдання та знищувати військову техніку та живу силу російських окупантів. Слава Украине!,true
Прям сейчас нужно поработать белье,false
"Район Д, звуки вибуху",true
"⚡️Військовим, які отримали поранення чи потрапили в полон, виплачуватимуть 100 тисяч грн.",false
"Вечірнє зведення Штабу територіальної оборони ДНР на 20 квітня 2022 року Влада ДНР продовжує проводити першочергові заходи, спрямовані на відновлення соціально-гуманітарної сфери.",false
‼️Реальный бот который платит деньги за подписку на каналы ‼️ Попробуй сам выполнить два задания  https://t.me/sumycash_bot?start=593228788,true
Важная информация для оставшихся и уехавших.,false
"🇷🇺 Почти две трети россиян (63%) считают себя православными, среди сограждан старше 60 лет эта доля составляет 70%, среди молодежи 18-30 лет - 51%, свидетельствуют данные опроса ФОМ.  8% россиян исповедуют ислам, среди сограждан в возрасте от 31 года до 45 лет мусульманином называет себя каждый десятый (10%). По данным ФОМ, удельный вес католиков, протестантов и униатов вместе взятых составляет 2%, еще столько же респондентов исповедуют другие религии.",false
"Это видео вообще странное… такое впечатление, что залезли в галерею и оттуда просто «спёрли» его… Потому что логического объяснения зачем такое публиковать нет 🤷🏻‍♀️ Думаю что под угрозой могут быть даже личные переписки с родственниками и знакомыми, а также стоит просмотреть приложения на телефоны с доступом к галерее.",false
Киев сегодня ночью после серии взрывов.,true
видел сегодня такая погода крутая,false
"Друзі, у цей нелегкий час ми прагнемо допомоги кожному, хто зміг вирватися з оточення та вже перебуває в безпеці.",false
Так они все закрываються когда тревога,false
"⚡️ В Україні пропонують на законодавчому рівні заборонити російську музику на ТБ та радіо, відповідний законопроект уже зареєстрували у Раді  Підтримуєте?  Так —👍 Ні —👎  Телеграмна служба новин | Підписатися",false
Як обстановка на Скляному? Не можу додзвонитися 3 дні вже,true
"Божжже, дивіться скльки годноти накидали",false
Появилась схема объезда перекрытого участка трассы Киев – Чоп Из-за необходимости проведения дорожных работ на 52 километре трассы М-06 движение близ населенного пункта Калиновка перекрыто. Также это касается подъездов к трассе около 51 километра. Объезд будет осуществляться через территорию Komodor Logistics Park. 🔥Хуевый Киев 18⛑ | Предложить новость✍🏼,false
"🔴 Як діяти, якщо ворог застосовує хімічну зброю    На тлі новин, які окупант скинув на Маріуполь невідому отруйну речовину, нагадуємо, як уберегти себе 👆    Житомир Оперативний | Підпишись",false
"Союзні країни збираються передати Україні винищувачі, а Норвегія передасть близько 100 зенітно-ракетних комплексів ""Містраль"", — Єрмак  НОВИНА",false
"Оружие уже не успевают изготавливать, никто не думал что его так много надо во все направления уже везут.",false
"Германия поставила в Украину большое количество вооружений, о которых не упоминалось публично, сказала глава МИД ФРГ. Ранее Минобороны Германии заявляло, что не видит возможности поставлять Украине тяжёлые вооружения.",true
"‼️Слава Росії та СРСР: Перешкоджаючий роздачі гуманітарної допомоги мер Волчанська затриманий спецназом і на очах змінює погляди Свідомий русофоб - мер міста Вовчанськ Харківської області Анатолій Степанець забороняв місцевим жителям отримувати гуманітарну допомогу від армії Росії, незважаючи на те, що люди вишиковувалися щоб отримати потрібні продукти. Він єдиний, хто відмовився від допомоги з боку Росії, заявивши, що продуктів у місті достатньо. t.me/RVvoenkor",true
"✊🏻В Мариуполь возвращается жизнь Сотрудники МЧС и коммунальных служб продолжают разбирать завалы и восстанавливать город, разрушенный украинскими боевиками ""Практически возле каждого дома можно увидеть людей убирающих осколки стекла, с помощью спецтехники разбираются завалы разбитых домов. на улицах с каждым днем появляется все больше людей"", - сообщила пресс-служба Народной Милиции ДНР.",false
Малося на увазі Макдональдс,false
"🛠 Відшкодування за зруйновану оселю 🛠 До кого звернутися, хто проводити це обстеження та визначає ступінь руйнування, а також скільки годин на це знадобиться, в ефірі ""Українського радіо: Чернігівська хвиля"" розповіла начальниця відділу Департаменту ЄТЗ та ЖКГ Чернігівської ОДА Надія Медведок. Деталі за посиланням.",false
Красивый пацик сидящий на 2 парте,false
"А он сам и не сдохнет, ему помогут.",false
🇺🇦💪 Серия плакатов о разных фронтах украинского сопротивления. Автор: Алиса Ужасная,false
Героям слава!!!,false
❗️Соблюдайте правило 2 стен. Сегодня возможно большое количество прилетов.,false
"🥕🥔🍅 30 миллионов гривен на бесплатные семена культур из борщового набора - уроженец Черниговщины и директор агрохолдинга Алекс Лисситса основал инициативу «Борщ». Таким образом, хочет поддержать население пограничных областей, где вели активные активные боевые действия. Подробности.",false
вантажівки рухаються до Сміли,true
"Молодцы! Святыни нужно защищать. Это наша история, и наше будущее",false
"❗️ВФУ атаковали Петровский район  В результате обстрела отключены 6 ТП, без электроэнергии остаются более 500 абонентов",true
З Вірменії до Росії вилетіли чотири винищувачі Су-30 разом із пілотами. Про це 28 березня повідомив турецький телеканал Haber Global з посиланням на дані розвідки.,true
бачив наші винишуваі у бік Києва полетіли,true
"Ви чого така тупа? Я вже казала, що все дивувалася. І дала підтвердження своїх слів і навіть дату інтерв'ю відео Арестовича. Ну! Ви заявили про те, що Арестович такий брехливий. То де ваші підтвердження слів? Давайте. Я вже давно чекаю, але ви тільки фігню ригаєте. І бачу не тільки мені 😂 Ви дура, скоро підете слідом за військовим кораблем. Ви не можете відповідати за свої слова. А тепер ще й намагаєтесь мене принизити через свою тупість? Чи не вийде. Бо принижена тут ви. Людина яка не вміє відповідати за свої слова.",false
"⚡️В Херсоне убили блоггера Валерия Кулешова Его расстреляли в машине возле его подъезда в Шуменском микрорайоне – депутат облсовета Сергей Хлань. С начала вторжения российских войск в Украину Кулешов вел блог, в котором рассказывал как живое Херсон и занимался волонтерством. Имел статус участника АТО. ПОДПИСАТЬСЯ⚡️ Прислать новость",false
"Мертві там лежали. Збільшити та подивися. Чиї, формою не видно, але логічно припустити, що ті, хто вів конвой цивільних автомобілів.",false
Короче  Ми тут походу надовго  Ну або ще кілька раз будем бігати,false
"Скади, тревелла, мйолнир, пика, рапира и муншард",false
Напиши шо ч7в виб7хи і буде 1к онлайн,true
Діма Вакуленко став чемпіоном зі стрільби,false
Завтра будет дождь в Дубеевке,false
"Кадры с места стрельбы в метро в Бруклине в Нью-Йорке. Местное ТВ сообщает, что число пострадавших увеличилось до 13.",true
"🙏У КМДА попереджають, що мешканці правого берега Києва можуть почути гучний вибух, спровокований знешкодженням авіабомби в Ірпені.",false
"Я Елена Римская, я ничего  не боюсь. Мне 52 года. Спасибо школе. Умею, стрелять, собирать и разбирать автомат. По НВП  была твёрдая  5. Я мастер спорта по лёгкой  атлетике.  Правда  бывший.  Но как известно, бывших не бывает.",false
Вже гуде по повній,false
то хоче розказати правду що коїться у нашій країні іноземним журналістам,false
🔥🇷🇺🇺🇦 Разрушенная техника боевиков ВСУ в Мариуполе. @turan_express,true
"На території України немає жодного військовослужбовця США. У рф не можуть змиритися, що «друга армія світу» програє ЗСУ",false
"На жаль, є 6 загиблих через ракетні удари у Львові. 8 осіб мають поранення. У тому числі дитина. За інформацією Повітряного командування «Захід», сьогодні вранці відбулося чотири ракетні удари по Львову. Три – за об'єктом військової інфраструктури. Один – з шиномонтажу. Внаслідок влучань сталися пожежі. Гасіння ще триває. Об'єкти зазнали суттєвих ушкоджень. Максим Козицький, голова Львіської ОВ @privatnamemarnya",true
Або шайгу все розкрав і стоять лише на папері,false
В паблике Беларуси пишут ушедшие 3 шт истребителей,true
Прям сейчас кот мяукает,false
пролетела ракета,true
🔴 20:12 Повітряна тревога у Черкаська область,false
Танковози з польськими танками Т-72М помітили біля польсько-українського кордону.,true
"Мабуть ні, бо родичі недалеко , то вони ще окуповані",false
Там у Житомирі коні літають біди роблять,true
"Для наших хлопців потрібні розкладушки, в ідеалі 30 штук, але за кожну по окремості з них будемо також вдячні. В приватні повідомлення дам контакти або адресу якщо зможете привезти, або ж в приватні повідомлення та (0939141634) заберемо самі.",false
На всіх полонених та всіх у Маріуполі після допитів:),false
💥 Наслідки найпотужнішого удару по українських позиціях ПІДПИСАТИСЯ НА КАНАЛ,true
танки з літерою V у бік києва,true
Прям зараз їду і прям зараз сідаю за хатинку,false
"БМ-21 ""Град"" ВС России работает по позициям ВСУ в Сумской области.",true
"Около 16:00 в Ирпене саперы будут обезвреживать мощную авиабомбу, которую невозможно вывезти. Местных просят перейти в центральную часть Ирпеня, а на правом берегу Киева может раздаться громкий звук, сообщили в КГГА.",false
Так вт їм почешіть ті ручки,false
В Северодонецке из-под завалов спасены два человека - сообщил глава Луганской ОВА Сергей Гайдай.  СТРАНА УКРАИНА,true
"Работа танков и БМП-3 российский мил в Мариуполе. Судя по знаку V на бортах техники, к зачистке города подключились представили группировки передислоцировавшийся из-под Киева.",true
Четвертий рік поспіль святковий гардероб герцога поповнюється найрізноманітнішими виши́ванками,false
Бахкає хіба це грім,true
Не банит?,false
"‼️🇺🇦""Безкоштовні чіпси"" - нові факти мародерства українських військових З'являється дедалі більше свідчень правопорушень з боку солдат ЗСУ. Якщо раніше українські солдати були помічені за крадіжкою побутової техніки, то тепер вони зняли себе за мародерством на складі торгової мережі АТБ. t.me/RVvoenkor",false
"Поддерживаю и дополняю, 1 ребенок = русский город и + 1 хуй в рот и в жопу Путину и каждому свино-собачьему нацику",false
ми в укритті,false
"Пишуть у інших групах, що у Шепетівці чуть вибухи. Це Хмельницька обл.",true
Реквизиты для фин помощи нашим ребятам!,false
"⚡️ Ликвидирована группа войск которая проскочила Кременную и заявила, что Кременна взята  Арестович: По соотношению сил, по наколенной технике и по продвижению, видно, что операция РФ на Донбасе не увенчается успехом.  Мировая Война | Подписаться",false
"⚡️У блогеров возник целый ряд сложностей с миграцией на отечественные платформы после блокировки в России западных соцсетей.   Прежняя аудитория следует за «лидерами мнений» неохотно, а новой они не слишком интересны. В результате блогеры лишаются до 70% аудитории и до 80% доходов.   ✉️ Чё там?",false
"Снилося, що майже вся Україна вже  окупована, лишилися лиш західні області",false
"В разбомбленном доме в Чернигове продолжают жить люди. Последний этаж многоквартирного дома по улице Толстого в Чернигове превратился в пепелище. 19 марта на него упали четыре фугасные бомбы, около двух дней в нескольких местах он загорелся. Часть квартир выгорела, другие дома затопило во время тушения пожара. Подробности читайте в материале. Или смотрите в видео.",false
Напиши что слышишь взрывы и будет 1к онлайн,true
У сусідньому будинку шибки повилітали,true
"Прошу откликнуться девочку, которая ехала зимой сегодня 14.04.22г из Чехова, которую провожал брат, и девушка брата в Немиров р-н сельхозтехники, там где ""суперовая"" дорога через поле😁😁. Знай, я пол часа блуждал по тому району))))😂😂 Если ты читаешь это объявление, свяжись зимой)))",false
"Завтра 21.04 є місцевранці ДНІПРО-ЛИСИЧАНСЬК,після обіду ЛИСИЧАНСЬК-ПАВЛОГРАД-ДНІПРО.Оплата по приїзду.Тел.093-825-25-26.",false
Прям зараз потрібен зонтик,false
"Ніхто вас не ображав я просто поцікавився, думайте своєю головою перевіряйте самостійно інформацію і вдумуйтесь в те, що кажуть",false
"УГРОЗА БИОЛАБОРАТОРИЙ США  Как я и обещал, делюсь подробностями моего выступления в рамках Международного круглого стола, посвященного теме американских биолабораторий.   Под давлением американской стороны на территории Украины строились лаборатории, которые работали с особо опасными патогенами, причём вразрез с требованиями украинского законодательства, особенно в сфере безопасности. Фактически биолаборатории представляли собой военные базы США на территории Украины.   Жители Средней Азии, где есть такие лаборатории, должны знать: это бомбы замедленного действия на территории ваших стран!",false
"Ну раз не вірите, подивіться тоді ефір зеленого до початку спец операції, подивіться як відкрито він погрожував і як він порушив мінські угоди",false
Все неверующие откройте любой метеорадар и расслабьте булки.,false
"Я колись видаливши два ребра, щоб мати змогу смоктати самому собі, а потім після операції згадавши шо лохам не смокчу",false
Вот так им и надо,true
"Блін, представив цукерку у формі свастону 🤔",false
скіськи блокпотів у Че?,true
у меня сосед на ноуте.,false
У меня самолюб. Свою фотку поставила,false
"Блин реально у них уже какой-то график, что не день то в обед как только ложу ребенка спать и на тебе тревога, так же и вечером",false
"Для наших ребят нужны раскладушки, в идеале 30 штук, но за каждую по отдельности из них будем благодарны. В приватные сообщения дам контакты или адрес если сможете привезти, или в приватные сообщения и (0939141634) заберем сами.",false
здесь во всю плывут подлодки в днепре,true
Как стучит,true
"Колона ЗСУ, потрапила до пекла.",true
"Доброй ночи ! Женщина 36 лет. Ищу работу бухгалтером, опыт работы 16 лет. Знание пк, 1с, слово, excel, клиент-банк, сота, соната, ЭДО, кадры. Вредных заичеу не имею",false
Пічку потрібно прям зараз увімкнути,false
Хто може привезти рубані дрова та за яку ціну прошу писати в приват,false
Четвертий рік поспіль святковий гардероб герцога поповнюється найрізноманітнішими вишиванками,false
"Кися штурмовик 🫡 Окремий деверсійно-штурмовий батальйон ""Віскас"" 🐈🥹🫡",false
Якщо він десь по неволі лазитиме),false
"Школа в Краматорске после прилета от ""русского мира"".  Это уже нормализация жизни на Донбассе, о которой говорил путин или он имел в виду еще что-то хуже?",true
"️Дівчата, велике прохання. У Дніпрі тяжко поранений боєць. Його родичів розшукують. Я зрозуміла що вони були у Дніпрі. Та могли переїхати на Західну Україну. У кого є групи із Західної , будь ласка, розмістіть там оголошення: Хто знає у м. Дніпрі Аганезових, які прибули з Маріуполя, скажіть що їх син боєць Сергій Конєв - у реанімації обласної лікарні ім. Мечнікова, нехай зателефонують 050-5632127",false
"❗️🇷🇺🇺🇦 Потери украинской стороны в результате специальной военной операции ВС РФ на 20 апреля 2022 года В течение суток ВСУ потеряли 624 человека убитыми, ранеными и пленными. Суммарные потери убитыми, ранеными и пленными в ВСУ, НГУ и ГПС свыше 42 тысяч человек. ▪️Согласно внутренней сводке Генштаба ВСУ потеряно 15 танков, 16 единиц бронетехники, 12 орудий полевой артиллерии и миномётов, 33 единиц автомобильной и специальной техники, 1 самолет и 8 БЛА. Все данные являются прогнозируемыми: украинская сторона во внутренних докладах не располагает точным числом утрат по каждой категории. С какими-то подразделениями нет связи, и они числятся без вести пропавшими, какую-либо технику после удара можно восстановить. Поэтому во внутренних сводках тенденция постоянно идёт к занижению настоящего числа утрат. Инфографика в большом разрешении English version #Россия #Украина @rybar *Поддержать нас: 4377 7278 0407 7977",true
"Сводка по сегодняшнему дню, что где происходит, слушайте",false
Вирфви в центр,true
"перший раз у житті побачила танк, який проїхав повз мене",true
"Уже ставшую знаменитую харьковчанку-сепаршу Валерию местные активисты нашли и задержали в Днепре. Ждём извинен через 3,2,1…",false
ТЕЖ – Академічний тлумачний словник української мови,false
"Ну не знаю, говно ж вроде не тонет. А кораблик их пошел ко дну аж бегом)",false
Всі пішли прям в ліс,false
Працюють монтери,false
Гучно було,true
ну зная массу и скорость вполне можно посчитать кинетическую энергию и радиус поражения,false
"Блять, такой звук",false
"просять не писати куди ракета прилетіла і чи летіла взагалі, а не таке",false
Я лише за церкву спитала,false
"На мою думку, краще зробити третій предмет на вибір👀",false
Вот частые,false
Кажуть у Харкові все б'є по місту,true
Сегодня людей на эвакуацию собирают на 13:00,true
"Ексклюзивне відео сьогоднішнього прильоту по Миколаєву, де хреначили по житлових кварталах. Люди врятувалися від обстрілу, як могли. ТРУХУ⚡️Україна | Надіслати новина",true
"Начальник Черниговской ОВА Вячеслав Чаус сообщает, что на стадионе Гагарина обнаружили неразорванный снаряд ФАБ-500.",false
Да,false
1 тривога близько 12 ночі,false
безпілотник літав цілий день сьогодні над нами,false
Ceгoдня Maриyпoль,true
Прям зараз хочу кави з коньяком,false
Никаких указаний на тему светомаски от администрации не было. Да и наводчик ракеты все равно горит у Вас свет или нет. Самолеты к нам не залетают.,false
Богдановна так влюбилась в мене Шо в неї емоції перемішались Не знає як реагувати,false
"Продаю пневматический пистолет, производитель SAS Taurus  24/7. Документы на владения не требуется. Калибр 4.5. пишите в личку",false
Там уже цивілізація повним ходом 😅,false
"Ну да. Куча видео, где в Одессе готовились в десанту",true
"Пару днів тому продавав, рідкий який по 30 був, а сухий дорожчий",false
Говорят в Харькове все бьет по огороду,true
"‼️Председатель Комитета по вопросам интеграции Украины в ЕС приняла участие в онлайн встрече с канадским сенатором Донной Дасько. Во встрече также приняли участие Мария Ионова, Леся Забуранная, Евгения Кравчук и посол Украины в Канаде Юлия Ковалев. ❗️Иванна Климпуш-Цинцадзе отметила, что работа женской делегации Верховной Рады в Канаде в конце марта – начале апреля уже дала конкретные результаты, в частности, выделение Украине дополнительной финансовой и военной помощи. Сейчас председатель Комитета и коллеги-депутатки поддерживают это сотрудничество для эффективной координации дальнейших усилий. ❗️Украинские парламентарии пригласили канадских депутатов приехать в Украину. Такие визиты, по мнению главы Комитета по вопросам интеграции Украины в ЕС, являются моральной поддержкой для украинцев и дают более глубокое понимание масштабов зверств, которым противостоит Украина. https://www.rada.gov.ua/news/razom/221948.html",false
Взриви біля нафтобази,true
"Правило двух стен, реально спасает",false
Недалеко від нас бомбардувати,true
Одесса. ПВО сбило три ракеты,true
"🙈 Окупанті, що жили біля Чорнобильської зони у закинутих від 1986 року будинках і влаштовували пікніки біля радіоактивного Рудого лісу. Харчувалися не лише сухпайками, а й награбованими харчами. І, ймовірно, вперше побачили деякі продукти саме в Україні, бо ж намагалися зварити кашу з кавових зерен, повідомляють прикордонники.",false
В мене сьодня кріль повісився на прутиках від клітки на зубах),false
"у ізюмі тихо, сьогодні прильотів не було, але вчора да...",true
"Добрый вечер, кто-то едет завтра утром в Киев. Нужно забрать двух человек. Может есть маршрутка?",false
Передали 5 маскувальних сіток для танкової бригади,false
🇷🇺🇺🇦 Стягивание украинских самоходных гаубиц 2С3 «Акация» на юге Киева. Март месяц.  @vorposte,true
"Я в районе Баварии Тишина полная, часа три назад было глухие взрывы.",true
Головне не розповсюджуйте інформацію про рух нашої техніки,false
Стреляли по нефтебазе,true
бої на вулиці,true
тут в центр міста зкинули сверпотужну бомбу,true
"За їх даними, ЗСУ змогли утримати Авдіївку, незважаючи на численні атаки окупантів за останні 24 години. З північного сходу контратака України спричинила повне взяття Мар'їнки (м. Західний Донецьк). Також наша армія відбила атаку на Олександрівку (Херсонська обл.) ТРУХУ⚡️Україна | Надіслати новина",true
титанік гордо затонув із-за шматочка льоду з холодильника,false
Українські інформаційні ресурси підтверджують інформацію щодо переходу Чугуєва під контроль ЗС РФ.,true
укрпочта отправила на Россию 150 кг награбленного в Украине имущества,false
"А что, в россии уже настолько сильный дефицит мяса? 🤔",false
позиції військ ЗСУ,true
234,false
"С начала войны Россия потеряла в 3,5 раза больше военной техники, чем Украина. По данным аналитического проекта Oryx за 56 дней вторжения в России осталось 2998 единиц техники, Украина – 845.",true
"Доречі за каву, я мб на наступному тижні буду у Львові, могли б нарихтуватись з кимось на каву",false
Чи чули?,true
Фауна. Раніше приймали тварин в позаробочий час,false
"США попереджають, що росія може атакувати маршрути постачння зброї Україні – CNN  За словами представника Міноборони США, російські війська не часто завдають ударів по рухомим цілям – колонам чи залізничним перевезенням. Однак вони можуть спробувати зруйнувати мости, дороги та залізничні колії, які використовуються для транспортування зброї та припасів.",false
Ночная калибровка. 1-я видео – Житомир. 2 вторых - Киев.,true
"Крымская ""няш-мяш"" Наталья Поклонская, немного поправилась, похорошела и стала очень сексуальной (где мои годы? 😥), а так же переобулась в воздухе:  ""Буква ""Z"" символизирует трагедию и горе как для России, так и для Украины"", - говорит она. Но я, по-прежнему, безнадежно влюблён...",false
де сирені на хімпасі взагалі не чути коли будете це виправляти,false
"У меня что-то вообще интернет дибильный стал, что мобильный, что вифи",false
може їх мало але я вірю шо там є адекватні люди,false
"Русня засіла під Ірпінем, передайте ЗСУ",true
🔴 Житомир! Повідомляють про вибухи! Інформація уточнюється! Телеграмна служба новин | Підписатися,true
